PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2017p277174,2017-04-13T13:18:43Z,-41.69,3.7,174.16,3.4,9.0,6.0,M,,,,,,,2.5,0.4,11,2.2,nan,16,,,,2.2,0.6,16
2017p277176,2017-04-13T13:19:40Z,-42.68,2.5,172.89,2.7,14.0,3.0,M,,,,,,,3.9,0.2,21,3.7,nan,21,,,,3.7,0.2,21
2017p277207,2017-04-13T13:35:40Z,-36.81,8.3,177.08,7.2,250.0,8.0,M,,,,,,,3.4,0.2,10,3.2,nan,22,,,,3.2,0.2,22
2017p277662,2017-04-13T17:38:37Z,-41.64,2.5,174.21,2.9,8.0,4.0,M,,,,,,,2.6,0.2,13,2.2,nan,6,,,,2.2,0.2,6
2017p277747,2017-04-13T18:23:47Z,-41.61,3.2,174.22,3.1,9.0,5.0,M,,,,,,,2.9,0.2,15,2.6,nan,13,,,,2.6,0.1,13
2017p278101,2017-04-13T21:32:42Z,-41.15,4.2,173.1,4.4,121.0,6.0,M,,,,,,,,,,3.4,nan,17,,,,3.4,0.3,17
2017p278110,2017-04-13T21:37:30Z,-41.67,2.3,174.14,2.2,10.0,3.0,M,,,,,,,3.3,0.2,15,3.0,nan,15,,,,3.0,0.2,15
2017p278311,2017-04-13T23:24:26Z,-45.34,3.1,166.69,4.6,5.0,0.0,M,,,,,,,3.4,0.2,9,3.0,nan,5,,,,3.0,0.1,5
2017p278439,2017-04-14T00:32:50Z,-38.57,2.6,177.73,2.7,40.0,5.0,M,,,,,,,3.2,0.2,24,2.9,nan,25,,,,2.9,0.2,25
2017p278545,2017-04-14T01:28:59Z,-42.19,2.6,173.55,3.6,5.0,0.0,M,,,,,,,2.7,0.3,9,2.5,nan,6,,,,2.5,0.2,6
2017p278584,2017-04-14T01:49:36Z,-39.16,4.1,175.02,2.3,12.0,0.0,M,,,,,,,2.3,0.2,12,2.1,nan,9,,,,2.1,0.3,9
2017p278600,2017-04-14T01:58:34Z,-38.22,2.7,178.08,3.6,12.0,0.0,M,,,,,,,2.5,0.3,11,2.1,nan,7,,,,2.1,0.2,7
2017p278601,2017-04-14T01:58:44Z,-40.17,3.7,173.58,4.4,150.0,7.0,M,,,,,,,,,,3.3,nan,17,,,,3.3,0.1,17
2017p278610,2017-04-14T02:03:55Z,-40.22,2.7,175.24,4.0,20.0,5.0,M,,,,,,,2.3,0.3,16,2.0,nan,8,,,,2.0,0.1,8
2017p278615,2017-04-14T02:06:28Z,-40.19,2.7,174.78,4.7,14.0,8.0,M,,,,,,,2.5,0.3,12,2.3,nan,1,,,,2.3,nan,1
2017p278704,2017-04-14T02:53:44Z,-41.74,2.6,172.9,4.0,9.0,4.0,M,,,,,,,2.5,0.5,9,2.3,nan,6,,,,2.3,0.6,6
2017p278863,2017-04-14T04:18:29Z,-38.8,1.0,176.0,2.0,11.0,3.0,M,,,,,,,2.5,0.2,28,2.3,nan,24,,,,2.3,0.2,24
2017p279001,2017-04-14T05:32:14Z,-40.56,4.3,175.87,4.3,22.0,5.0,M,,,,,,,2.1,0.2,13,1.9,nan,9,,,,1.9,0.1,9
2017p279138,2017-04-14T06:44:47Z,-42.29,3.2,173.62,4.0,9.0,5.0,M,,,,,,,2.7,0.3,6,2.5,nan,4,,,,2.5,0.3,4
2017p279184,2017-04-14T07:09:42Z,-42.3,4.3,173.84,6.4,12.0,4.0,M,,,,,,,3.6,0.2,13,3.4,nan,13,,,,3.4,0.1,13
2017p279211,2017-04-14T07:24:06Z,-42.29,4.1,173.79,6.2,22.0,8.0,M,,,,,,,2.6,0.3,7,2.2,nan,4,,,,2.2,0.1,4
2017p279236,2017-04-14T07:37:03Z,-39.38,6.4,177.53,4.6,23.0,8.0,M,,,,,,,2.3,0.2,9,2.2,nan,8,,,,2.2,0.2,8
2017p279276,2017-04-14T07:58:16Z,-37.22,6.1,178.79,7.6,21.0,5.0,M,,,,,,,3.3,0.2,18,2.9,nan,13,,,,2.9,0.1,13
2017p279339,2017-04-14T08:31:54Z,-42.1,2.4,173.67,3.6,5.0,0.0,M,,,,,,,2.3,0.4,6,1.9,nan,2,,,,1.9,0.1,2
2017p279414,2017-04-14T09:11:43Z,-38.67,4.2,175.67,6.7,118.0,13.0,M,,,,,,,2.4,0.2,13,2.2,nan,4,,,,2.2,0.7,4
2017p279456,2017-04-14T09:34:38Z,-41.7,2.9,174.12,3.4,12.0,0.0,M,,,,,,,2.3,0.3,11,2.0,nan,6,,,,2.0,0.4,6
2017p279533,2017-04-14T10:15:32Z,-42.39,2.5,173.56,3.4,5.0,5.0,M,,,,,,,2.7,0.3,7,2.2,nan,3,,,,2.2,0.2,3
2017p279537,2017-04-14T10:17:11Z,-38.24,7.3,176.37,7.1,106.0,16.0,M,,,,,,,,,,2.1,nan,1,,,,2.1,nan,1
2017p279536,2017-04-14T10:17:21Z,-40.57,3.1,175.86,3.2,24.0,5.0,M,,,,,,,2.4,0.2,11,2.0,nan,11,,,,2.0,0.2,11
2017p279717,2017-04-14T11:53:59Z,-40.14,3.2,174.95,4.5,17.0,7.0,M,,,,,,,3.1,0.2,8,2.9,nan,8,,,,2.9,0.2,8
2017p279747,2017-04-14T12:09:18Z,-40.18,4.8,173.57,7.0,152.0,8.0,M,,,,,,,,,,2.2,nan,3,,,,2.2,0.1,3
2017p279792,2017-04-14T12:33:41Z,-42.22,2.9,173.69,4.0,10.0,5.0,M,,,,,,,2.9,0.2,10,2.8,nan,6,,,,2.8,0.2,6
2017p279895,2017-04-14T13:28:26Z,-45.15,4.7,167.56,4.6,139.0,7.0,M,,,,,,,,,,3.1,nan,2,,,,3.1,0.3,2
2017p280046,2017-04-14T14:49:05Z,-39.66,4.6,174.2,5.4,111.0,8.0,M,,,,,,,2.7,0.3,12,2.5,nan,8,,,,2.5,0.4,8
2017p280070,2017-04-14T15:00:50Z,-42.16,2.2,173.54,3.4,5.0,0.0,M,,,,,,,3.3,0.1,11,2.7,nan,5,,,,2.7,0.2,5
2017p280069,2017-04-14T15:00:56Z,-42.16,2.4,173.53,3.6,5.0,0.0,M,,,,,,,3.3,0.2,6,3.0,nan,6,,,,3.0,0.3,6
2017p280092,2017-04-14T15:13:09Z,-41.76,4.2,174.22,4.2,12.0,0.0,M,,,,,,,2.1,0.5,10,2.0,nan,3,,,,2.0,0.9,3
2017p280127,2017-04-14T15:32:03Z,-42.22,2.2,173.58,3.7,5.0,0.0,M,,,,,,,2.5,0.4,7,2.0,nan,3,,,,2.0,0.1,3
2017p280204,2017-04-14T16:12:49Z,-41.97,2.4,173.87,2.7,5.0,0.0,M,,,,,,,3.0,0.2,10,2.8,nan,8,,,,2.8,0.1,8
2017p280210,2017-04-14T16:16:19Z,-41.36,4.8,173.51,4.1,66.0,8.0,M,,,,,,,2.3,0.3,9,2.0,nan,4,,,,2.0,0.4,4
2017p280236,2017-04-14T16:30:08Z,-41.1,2.7,175.8,2.8,20.0,4.0,M,,,,,,,2.4,0.2,14,2.1,nan,12,,,,2.1,0.2,12
2017p280290,2017-04-14T16:58:48Z,-38.81,1.6,176.74,1.6,5.0,3.0,M,,,,,,,3.7,0.3,51,3.4,nan,51,,,,3.4,0.2,51
2017p280590,2017-04-14T19:38:46Z,-40.14,1.9,174.89,2.8,12.0,0.0,M,,,,,,,2.7,0.2,22,2.4,nan,16,,,,2.4,0.2,16
2017p280603,2017-04-14T19:45:41Z,-37.1,7.4,176.77,7.9,194.0,11.0,M,,,,,,,2.8,0.2,9,2.7,nan,7,,,,2.7,0.2,7
2017p280663,2017-04-14T20:17:27Z,-44.67,4.2,167.5,5.2,5.0,0.0,M,,,,,,,3.2,0.3,9,2.1,nan,1,,,,2.1,nan,1
2017p280717,2017-04-14T20:46:31Z,-42.44,3.5,173.79,3.5,5.0,0.0,M,,,,,,,2.7,0.2,10,2.4,nan,7,,,,2.4,0.2,7
2017p280864,2017-04-14T22:04:24Z,-40.58,7.6,173.57,5.1,108.0,9.0,M,,,,,,,,,,2.4,nan,5,,,,2.4,0.5,5
2017p280868,2017-04-14T22:07:00Z,-38.11,16.7,175.26,16.6,241.0,16.0,M,,,,,,,,,,2.7,nan,7,,,,2.7,0.3,7
2017p280874,2017-04-14T22:10:11Z,-42.47,2.9,173.4,3.0,5.0,0.0,M,,,,,,,2.8,0.2,10,2.5,nan,6,,,,2.5,0.2,6
2017p280929,2017-04-14T22:39:11Z,-42.22,2.8,173.76,4.2,5.0,0.0,M,,,,,,,2.8,0.2,9,2.4,nan,5,,,,2.4,0.2,5
2017p281047,2017-04-14T23:41:52Z,-42.52,2.9,173.33,3.1,5.0,0.0,M,,,,,,,2.8,0.2,7,2.5,nan,7,,,,2.5,0.3,7
2017p281141,2017-04-15T00:32:01Z,-41.67,3.2,174.2,3.7,8.0,6.0,M,,,,,,,2.4,0.2,12,2.1,nan,7,,,,2.1,0.3,7
2017p281176,2017-04-15T00:50:34Z,-41.62,4.4,175.22,3.2,12.0,4.0,M,,,,,,,3.2,0.2,18,2.9,nan,17,,,,2.9,0.1,17
2017p281430,2017-04-15T03:06:02Z,-40.04,2.8,176.37,2.8,27.0,5.0,M,,,,,,,3.2,0.2,12,2.9,nan,12,,,,2.9,0.2,12
2017p281729,2017-04-15T05:45:50Z,-42.04,2.8,173.72,3.0,5.0,0.0,M,,,,,,,2.5,0.4,7,2.0,nan,2,,,,2.0,0.1,2
2017p281803,2017-04-15T06:25:07Z,-40.88,3.2,175.1,3.1,27.0,4.0,M,,,,,,,2.5,0.3,18,2.2,nan,13,,,,2.2,0.2,13
2017p281820,2017-04-15T06:34:13Z,-42.2,2.6,173.62,3.6,9.0,5.0,M,,,,,,,2.5,0.3,6,2.2,nan,6,,,,2.2,0.3,6
2017p281872,2017-04-15T07:01:35Z,-37.66,7.8,176.49,8.8,126.0,13.0,M,,,,,,,2.4,0.2,8,2.1,nan,3,,,,2.1,0.3,3
2017p281931,2017-04-15T07:33:07Z,-38.73,4.1,177.85,4.2,15.0,5.0,M,,,,,,,2.2,0.1,10,1.9,nan,7,,,,1.9,0.2,7
2017p281932,2017-04-15T07:33:41Z,-40.89,4.3,174.14,3.2,33.0,0.0,M,,,,,,,2.3,0.2,9,2.0,nan,3,,,,2.0,0.1,3
2017p281985,2017-04-15T08:01:41Z,-43.38,2.5,170.98,3.4,5.0,0.0,M,,,,,,,2.4,0.5,12,1.7,nan,2,,,,1.7,0.2,2
2017p282163,2017-04-15T09:36:36Z,-40.15,1.4,175.0,2.0,12.0,0.0,M,,,,,,,4.1,0.1,41,3.8,nan,41,,,,3.8,0.2,41
2017p282312,2017-04-15T10:56:05Z,-40.18,2.7,174.98,3.1,12.0,0.0,M,,,,,,,2.3,0.1,12,2.1,nan,3,,,,2.1,0.2,3
2017p282349,2017-04-15T11:15:02Z,-40.19,2.2,175.02,3.9,18.0,5.0,M,,,,,,,2.4,0.2,15,2.1,nan,7,,,,2.1,0.1,7
2017p282355,2017-04-15T11:18:51Z,-40.11,2.2,174.99,3.4,12.0,0.0,M,,,,,,,2.4,0.2,12,2.0,nan,6,,,,2.0,0.1,6
2017p282391,2017-04-15T11:38:21Z,-41.72,2.6,174.1,2.8,12.0,0.0,M,,,,,,,2.5,0.1,13,2.1,nan,9,,,,2.1,0.3,9
2017p282401,2017-04-15T11:43:27Z,-41.68,3.2,174.31,2.5,12.0,0.0,M,,,,,,,2.4,0.2,14,2.1,nan,11,,,,2.1,0.2,11
2017p282432,2017-04-15T12:00:05Z,-42.19,2.1,173.54,2.9,5.0,0.0,M,,,,,,,2.4,0.4,9,1.9,nan,4,,,,1.9,0.2,4
2017p282438,2017-04-15T12:03:00Z,-42.69,3.6,172.72,3.0,8.0,5.0,M,,,,,,,2.7,0.2,12,2.6,nan,5,,,,2.6,0.4,5
2017p282497,2017-04-15T12:34:47Z,-42.05,2.5,173.73,2.7,5.0,0.0,M,,,,,,,2.5,0.3,12,2.1,nan,6,,,,2.1,0.1,6
2017p282520,2017-04-15T12:46:40Z,-42.16,2.2,173.6,2.7,5.0,0.0,M,,,,,,,2.5,0.2,11,2.4,nan,6,,,,2.4,0.3,6
2017p282548,2017-04-15T13:01:58Z,-42.23,2.4,173.74,3.4,5.0,0.0,M,,,,,,,2.6,0.3,10,2.3,nan,5,,,,2.3,0.5,5
2017p282560,2017-04-15T13:07:59Z,-43.02,2.7,171.23,2.5,5.0,0.0,M,,,,,,,2.6,0.4,13,1.9,nan,2,,,,1.9,0.1,2
2017p282715,2017-04-15T14:30:37Z,-40.22,2.5,174.36,3.8,81.0,8.0,M,,,,,,,2.7,0.3,17,2.3,nan,9,,,,2.3,0.3,9
2017p282737,2017-04-15T14:42:20Z,-42.38,2.3,173.43,2.6,5.0,0.0,M,,,,,,,2.7,0.3,13,2.1,nan,6,,,,2.1,0.2,6
2017p282765,2017-04-15T14:57:35Z,-42.36,2.0,173.42,2.6,5.0,0.0,M,,,,,,,2.5,0.2,12,1.9,nan,5,,,,1.9,0.3,5
2017p282876,2017-04-15T15:56:36Z,-42.47,2.6,173.38,3.0,12.0,0.0,M,,,,,,,2.7,0.2,15,2.3,nan,6,,,,2.3,0.2,6
2017p282895,2017-04-15T16:06:41Z,-38.98,1.5,175.8,1.9,8.0,2.0,M,,,,,,,1.5,0.2,7,1.0,nan,2,,,,1.0,0.4,2
2017p282904,2017-04-15T16:11:40Z,-42.19,2.0,173.64,2.9,5.0,0.0,M,,,,,,,2.7,0.2,13,2.1,nan,6,,,,2.1,0.2,6
2017p283176,2017-04-15T18:36:41Z,-38.71,9.2,175.58,5.2,121.0,11.0,M,,,,,,,1.7,0.2,7,2.0,nan,12,,,,2.0,0.3,12
2017p283230,2017-04-15T19:05:25Z,-41.88,2.4,174.05,2.8,12.0,0.0,M,,,,,,,3.1,0.2,16,2.8,nan,12,,,,2.8,0.2,12
2017p283307,2017-04-15T19:46:29Z,-40.12,2.4,174.96,4.1,12.0,0.0,M,,,,,,,2.3,0.2,12,2.0,nan,6,,,,2.0,0.2,6
2017p283331,2017-04-15T19:59:04Z,-40.14,1.6,174.86,1.9,12.0,0.0,M,,,,,,,3.6,0.2,38,3.3,nan,36,,,,3.3,0.2,36
2017p283396,2017-04-15T20:33:27Z,-43.15,3.4,170.59,3.2,5.0,0.0,M,,,,,,,2.5,0.5,10,1.9,nan,4,,,,1.9,0.1,4
2017p283425,2017-04-15T20:49:09Z,-41.81,2.8,174.17,2.8,5.0,0.0,M,,,,,,,2.4,0.2,13,2.0,nan,6,,,,2.0,0.1,6
2017p283441,2017-04-15T20:57:30Z,-41.65,2.1,174.11,2.2,12.0,0.0,M,,,,,,,2.4,0.3,15,2.1,nan,11,,,,2.1,0.2,11
2017p283458,2017-04-15T21:06:55Z,-41.7,2.9,174.39,2.2,12.0,0.0,M,,,,,,,2.8,0.1,19,2.7,nan,14,,,,2.7,0.2,14
2017p283560,2017-04-15T22:01:08Z,-42.63,2.4,171.85,2.5,5.0,0.0,M,,,,,,,2.7,0.3,13,2.4,nan,6,,,,2.4,0.2,6
2017p283577,2017-04-15T22:10:22Z,-39.14,7.3,174.86,6.5,22.0,9.0,M,,,,,,,2.2,0.3,8,1.9,nan,5,,,,1.9,0.1,5
2017p283662,2017-04-15T22:55:17Z,-36.76,8.0,177.71,9.1,136.0,12.0,M,,,,,,,3.0,0.1,9,2.7,nan,7,,,,2.7,0.1,7
2017p283686,2017-04-15T23:08:00Z,-41.99,2.7,173.64,2.6,5.0,0.0,M,,,,,,,2.4,0.2,10,2.0,nan,4,,,,2.0,0.2,4
2017p283711,2017-04-15T23:21:37Z,-42.69,2.5,172.82,3.0,12.0,0.0,M,,,,,,,2.7,0.2,10,2.1,nan,2,,,,2.1,0.2,2
2017p283784,2017-04-16T00:00:23Z,-42.06,2.7,173.73,3.4,5.0,0.0,M,,,,,,,2.5,0.2,10,2.1,nan,5,,,,2.1,0.2,5
2017p283808,2017-04-16T00:13:07Z,-42.34,3.0,173.51,4.3,5.0,6.0,M,,,,,,,2.3,0.5,5,1.9,nan,1,,,,1.9,nan,1
2017p284075,2017-04-16T02:35:16Z,-37.94,4.7,177.39,4.1,32.0,5.0,M,,,,,,,2.7,0.2,21,2.3,nan,17,,,,2.3,0.2,17
2017p284172,2017-04-16T03:27:02Z,-41.58,3.2,174.41,2.1,12.0,0.0,M,,,,,,,2.6,0.2,18,2.3,nan,14,,,,2.3,0.1,14
2017p284224,2017-04-16T03:54:35Z,-42.03,2.3,173.72,2.5,5.0,0.0,M,,,,,,,2.9,0.2,15,2.6,nan,12,,,,2.6,0.2,12
2017p284225,2017-04-16T03:55:39Z,-39.76,3.5,175.1,3.5,25.0,6.0,M,,,,,,,2.8,0.2,18,2.6,nan,16,,,,2.6,0.2,16
2017p284350,2017-04-16T05:02:11Z,-41.49,8.8,173.61,8.1,49.0,20.0,M,,,,,,,2.3,0.3,9,2.2,nan,5,,,,2.2,0.4,5
2017p284378,2017-04-16T05:16:53Z,-38.71,4.7,175.91,5.7,117.0,7.0,M,,,,,,,2.3,0.3,8,2.0,nan,17,,,,2.0,0.3,17
2017p284390,2017-04-16T05:23:06Z,-41.62,3.9,172.42,4.8,84.0,7.0,M,,,,,,,,,,1.9,nan,3,,,,1.9,0.4,3
2017p284482,2017-04-16T06:12:24Z,-40.64,2.3,175.82,2.4,18.0,4.0,M,,,,,,,2.7,0.2,13,2.3,nan,13,,,,2.3,0.2,13
2017p284491,2017-04-16T06:16:55Z,-41.01,4.3,174.43,2.2,33.0,0.0,M,,,,,,,2.4,0.3,12,2.1,nan,10,,,,2.1,0.2,10
2017p284561,2017-04-16T06:54:16Z,-36.23,10.0,178.11,10.1,166.0,17.0,M,,,,,,,3.3,0.3,9,3.0,nan,6,,,,3.0,0.2,6
2017p284580,2017-04-16T07:04:37Z,-37.73,2.5,176.89,1.9,5.0,0.0,M,,,,,,,2.7,0.2,25,2.4,nan,22,,,,2.4,0.2,22
2017p284693,2017-04-16T08:04:48Z,-41.7,3.6,174.12,3.7,12.0,7.0,M,,,,,,,2.3,0.5,6,1.7,nan,4,,,,1.7,0.4,4
2017p284722,2017-04-16T08:20:03Z,-41.09,3.8,174.85,3.2,41.0,5.0,M,,,,,,,2.3,0.2,16,2.1,nan,12,,,,2.1,0.3,12
2017p284730,2017-04-16T08:24:18Z,-40.12,2.0,174.99,2.4,19.0,4.0,M,,,,,,,2.6,0.2,25,2.2,nan,16,,,,2.2,0.2,16
2017p284787,2017-04-16T08:54:46Z,-41.71,2.4,174.14,2.2,9.0,3.0,M,,,,,,,2.5,0.2,12,2.0,nan,9,,,,2.0,0.2,9
2017p284797,2017-04-16T09:00:12Z,-41.41,5.6,173.61,3.2,40.0,6.0,M,,,,,,,2.0,0.4,6,1.8,nan,3,,,,1.8,0.9,3
2017p284812,2017-04-16T09:07:56Z,-41.18,5.5,173.41,3.3,73.0,6.0,M,,,,,,,2.5,0.3,12,1.9,nan,3,,,,1.9,0.3,3
2017p284895,2017-04-16T09:52:35Z,-41.72,2.2,174.21,2.4,5.0,3.0,M,,,,,,,2.4,0.2,12,1.9,nan,6,,,,1.9,0.3,6
2017p285075,2017-04-16T11:29:26Z,-41.14,4.5,173.09,5.2,110.0,7.0,M,,,,,,,2.7,0.2,7,2.6,nan,10,,,,2.6,0.3,10
2017p285098,2017-04-16T11:40:14Z,-40.87,3.7,174.19,4.1,53.0,8.0,M,,,,,,,3.3,0.2,48,3.0,nan,37,,,,3.0,0.2,37
2017p285103,2017-04-16T11:42:57Z,-42.57,2.5,173.11,3.1,5.0,0.0,M,,,,,,,2.7,0.2,6,2.5,nan,3,,,,2.5,0.3,3
2017p285220,2017-04-16T12:45:21Z,-42.75,2.9,172.32,2.3,5.0,0.0,M,,,,,,,2.7,0.2,11,2.2,nan,2,,,,2.2,0.1,2
2017p285331,2017-04-16T13:44:25Z,-40.29,2.5,174.79,2.8,33.0,0.0,M,,,,,,,2.5,0.3,18,2.1,nan,6,,,,2.1,0.3,6
2017p285338,2017-04-16T13:48:13Z,-42.37,2.4,173.68,3.9,5.0,0.0,M,,,,,,,2.6,0.4,6,2.0,nan,1,,,,2.0,nan,1
2017p285350,2017-04-16T13:54:54Z,-39.09,2.1,175.29,2.1,5.0,0.0,M,,,,,,,2.4,0.3,32,2.1,nan,24,,,,2.1,0.3,24
2017p285381,2017-04-16T14:11:27Z,-42.37,2.3,173.48,3.1,5.0,0.0,M,,,,,,,2.6,0.3,8,2.2,nan,4,,,,2.2,0.6,4
2017p285395,2017-04-16T14:18:58Z,-37.98,10.1,175.9,10.1,170.0,11.0,M,,,,,,,2.4,0.2,8,2.0,nan,3,,,,2.0,0.1,3
2017p285452,2017-04-16T14:49:07Z,-43.19,1.9,172.04,2.0,5.0,0.0,M,,,,,,,2.5,0.4,13,1.7,nan,2,,,,1.7,0.0,2
2017p285475,2017-04-16T15:01:25Z,-43.63,2.2,172.57,2.1,5.0,3.0,M,,,,,,,2.4,0.5,11,1.8,nan,3,,,,1.8,0.3,3
2017p285476,2017-04-16T15:01:37Z,-41.2,6.7,172.6,6.6,114.0,8.0,M,,,,,,,,,,1.7,nan,3,,,,1.7,0.5,3
2017p285494,2017-04-16T15:11:36Z,-40.6,3.0,175.84,3.1,22.0,4.0,M,,,,,,,2.6,0.3,16,2.3,nan,14,,,,2.3,0.2,14
2017p285515,2017-04-16T15:22:31Z,-42.8,3.4,171.99,2.5,5.0,0.0,M,,,,,,,2.5,0.5,10,2.2,nan,1,,,,2.2,nan,1
2017p285565,2017-04-16T15:49:21Z,-42.27,3.0,173.92,3.8,12.0,0.0,M,,,,,,,3.2,0.2,23,2.9,nan,17,,,,2.9,0.2,17
2017p285573,2017-04-16T15:53:39Z,-42.9,3.5,173.04,6.4,13.0,7.0,M,,,,,,,3.1,0.3,25,2.9,nan,14,,,,2.9,0.3,14
2017p285587,2017-04-16T16:01:09Z,-42.88,2.9,173.05,3.2,5.0,0.0,M,,,,,,,2.8,0.3,7,2.0,nan,2,,,,2.0,0.1,2
2017p285669,2017-04-16T16:44:49Z,-38.54,6.2,175.68,4.4,134.0,7.0,M,,,,,,,2.3,0.3,7,2.4,nan,24,,,,2.4,0.2,24
2017p285718,2017-04-16T17:10:59Z,-37.64,9.3,177.24,12.9,9.0,11.0,M,,,,,,,2.2,0.1,7,1.9,nan,6,,,,1.9,0.2,6
2017p285807,2017-04-16T17:58:27Z,-42.55,4.2,173.69,4.9,4.0,4.0,M,,,,,,,3.0,0.2,24,2.8,nan,16,,,,2.8,0.2,16
2017p285877,2017-04-16T18:35:20Z,-43.19,2.5,170.82,2.9,5.0,0.0,M,,,,,,,2.6,0.5,10,1.4,nan,2,,,,1.4,0.0,2
2017p285911,2017-04-16T18:53:32Z,-42.52,3.4,173.36,3.4,5.0,0.0,M,,,,,,,2.6,0.4,6,1.7,nan,1,,,,1.7,nan,1
2017p286014,2017-04-16T19:48:17Z,-41.65,3.0,174.21,2.5,5.0,0.0,M,,,,,,,2.8,0.2,13,2.5,nan,13,,,,2.5,0.2,13
2017p286080,2017-04-16T20:23:43Z,-41.99,2.2,173.64,2.6,5.0,0.0,M,,,,,,,2.8,0.1,12,2.4,nan,8,,,,2.4,0.1,8
2017p286110,2017-04-16T20:39:29Z,-41.98,2.5,173.64,2.3,5.0,0.0,M,,,,,,,3.1,0.2,12,3.0,nan,10,,,,3.0,0.2,10
2017p286130,2017-04-16T20:50:37Z,-37.22,5.6,178.77,6.9,12.0,0.0,M,,,,,,,3.1,0.2,17,2.8,nan,11,,,,2.8,0.2,11
2017p286134,2017-04-16T20:52:36Z,-42.03,2.7,173.75,2.8,5.0,0.0,M,,,,,,,2.6,0.3,12,2.0,nan,4,,,,2.0,0.4,4
2017p286153,2017-04-16T21:02:31Z,-37.13,7.5,176.89,6.7,189.0,10.0,M,,,,,,,2.8,0.2,10,2.6,nan,12,,,,2.6,0.2,12
2017p286174,2017-04-16T21:13:53Z,-42.51,2.3,173.23,3.1,12.0,0.0,M,,,,,,,3.0,0.2,16,2.7,nan,13,,,,2.7,0.2,13
2017p286206,2017-04-16T21:31:02Z,-41.66,2.8,174.23,3.0,5.0,0.0,M,,,,,,,2.3,0.2,12,1.9,nan,7,,,,1.9,0.3,7
2017p286216,2017-04-16T21:36:17Z,-41.62,6.5,175.21,4.5,11.0,6.0,M,,,,,,,2.6,0.1,13,2.3,nan,12,,,,2.3,0.2,12
2017p286238,2017-04-16T21:47:47Z,-41.97,3.5,173.71,2.8,5.0,0.0,M,,,,,,,2.4,0.3,9,1.7,nan,2,,,,1.7,0.1,2
2017p286434,2017-04-16T23:32:12Z,-39.89,2.3,176.95,3.6,20.0,3.0,M,,,,,,,3.1,0.2,27,2.8,nan,24,,,,2.8,0.2,24
2017p286478,2017-04-16T23:55:37Z,-41.6,2.7,173.14,2.3,5.0,0.0,M,,,,,,,2.8,0.2,12,2.5,nan,9,,,,2.5,0.1,9
2017p286511,2017-04-17T00:13:16Z,-39.13,2.1,176.11,1.9,53.0,4.0,M,,,,,,,2.4,0.3,42,2.2,nan,26,,,,2.2,0.2,26
2017p286580,2017-04-17T00:49:55Z,-42.33,3.9,173.07,5.9,4.0,6.0,M,,,,,,,2.6,0.3,6,2.4,nan,1,,,,2.4,nan,1
2017p286620,2017-04-17T01:11:23Z,-45.1,4.1,167.51,5.2,60.0,9.0,M,,,,,,,3.0,0.2,9,2.4,nan,1,,,,2.4,nan,1
2017p286688,2017-04-17T01:47:54Z,-39.14,7.4,176.06,4.3,10.0,10.0,M,,,,,,,1.5,0.3,6,1.3,nan,3,,,,1.3,0.5,3
2017p286856,2017-04-17T03:16:55Z,-38.51,2.1,176.91,1.9,35.0,3.0,M,,,,,,,2.9,0.2,49,2.6,nan,43,,,,2.6,0.2,43
2017p286859,2017-04-17T03:18:52Z,-41.49,2.9,173.72,2.3,37.0,4.0,M,,,,,,,3.2,0.3,9,3.0,nan,8,,,,3.0,0.1,8
2017p287061,2017-04-17T05:06:36Z,-37.56,8.1,177.16,4.9,33.0,0.0,M,,,,,,,2.5,0.2,10,2.4,nan,7,,,,2.4,0.4,7
2017p287110,2017-04-17T05:32:29Z,-42.24,2.3,173.59,3.4,7.0,5.0,M,,,,,,,3.0,0.3,8,2.8,nan,15,,,,2.8,0.3,15
2017p287111,2017-04-17T05:32:47Z,-39.87,2.8,176.93,3.9,25.0,3.0,M,,,,,,,4.9,0.2,18,4.6,nan,18,,,,4.6,0.2,18
2017p287258,2017-04-17T06:51:22Z,-39.93,3.2,176.99,6.3,25.0,6.0,M,,,,,,,3.4,0.2,42,3.1,nan,43,,,,3.1,0.2,43
2017p287289,2017-04-17T07:08:00Z,-37.72,5.5,177.26,3.8,10.0,9.0,M,,,,,,,2.4,0.1,8,2.1,nan,7,,,,2.1,0.1,7
2017p287361,2017-04-17T07:46:23Z,-42.21,1.9,173.54,2.5,9.0,3.0,M,,,,,,,2.7,0.2,19,2.5,nan,11,,,,2.5,0.2,11
2017p287369,2017-04-17T07:50:30Z,-39.87,2.8,176.91,4.5,22.0,4.0,M,,,,,,,2.9,0.2,14,2.6,nan,14,,,,2.6,0.2,14
2017p287377,2017-04-17T07:54:33Z,-41.58,3.2,174.41,2.0,9.0,4.0,M,,,,,,,3.3,0.2,17,3.1,nan,16,,,,3.1,0.1,16
2017p287459,2017-04-17T08:38:22Z,-41.66,2.3,174.19,2.4,8.0,4.0,M,,,,,,,2.6,0.2,14,2.3,nan,13,,,,2.3,0.1,13
