PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLh,MLh_Uncertainty,MLh_StationCount,Ms(BB),Ms(BB)_Uncertainty,Ms(BB)_StationCount,mBc,mBc_Uncertainty,mBc_StationCount,mb,mb_Uncertainty,mb_StationCount,Mw(mBc),Mw(mBc)_Uncertainty,Mw(mBc)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2012p002081,2012-01-01T18:28:47Z,-43.46,1.6,172.81,2.8,5.0,0.0,MLv,,,,2.9,0.4,4,3.0,0.5,4,2.8,nan,12,,,,3.5,0.1,3,,,,,,,,,,,,,2.8,0.3,12
2012p002085,2012-01-01T18:31:35Z,-43.44,1.8,172.81,3.0,5.0,0.0,ML,,,,2.9,0.4,4,3.1,0.6,4,3.5,nan,4,,,,3.6,0.1,3,,,,,,,,,,,,,3.5,0.4,4
2012p002088,2012-01-01T18:32:27Z,-37.46,8.5,179.82,5.2,33.0,0.0,ML,,,,3.3,0.4,8,3.1,0.2,8,2.9,nan,8,,,,3.1,0.2,8,3.0,0.3,2,,,,,,,,,,2.9,0.1,8
2012p002089,2012-01-01T18:33:35Z,-43.45,1.7,172.79,2.7,5.0,0.0,M,,,,3.4,0.3,7,3.5,0.3,7,3.3,nan,7,,,,3.7,0.3,6,,,,,,,,,,,,,3.3,0.3,7
2012p002101,2012-01-01T18:39:37Z,-43.45,1.9,172.8,3.5,5.0,0.0,MLv,,,,2.9,0.3,4,2.4,0.6,4,2.3,nan,4,,,,2.9,0.3,3,,,,,,,,,,,,,2.3,0.4,4
2012p002105,2012-01-01T18:41:56Z,-43.44,2.1,172.81,3.5,5.0,0.0,MLv,,,,2.8,0.4,4,2.3,0.5,4,2.1,nan,4,,,,2.7,0.1,3,,,,,,,,,,,,,2.1,0.4,4
2012p002127,2012-01-01T18:53:29Z,-43.46,2.3,172.82,3.1,5.0,0.0,MLv,,,,2.7,0.3,3,1.9,0.5,3,1.9,nan,3,,,,2.4,0.3,2,,,,,,,,,,,,,1.9,0.4,3
2012p002172,2012-01-01T19:17:34Z,-43.44,2.0,172.82,4.6,5.0,0.0,MLv,,,,2.9,0.4,4,2.3,0.3,4,2.2,nan,4,,,,2.7,0.1,3,,,,,,,,,,,,,2.2,0.4,4
2012p002178,2012-01-01T19:20:57Z,-43.44,1.8,172.83,3.0,5.0,0.0,MLv,,,,3.0,0.4,4,3.2,0.5,8,3.0,nan,4,,,,3.6,0.2,3,,,,,,,,,,,,,3.0,0.5,4
2012p002180,2012-01-01T19:21:42Z,-43.43,1.8,172.84,2.9,5.0,0.0,MLv,,,,3.0,0.3,4,2.8,0.6,4,2.7,nan,4,,,,3.3,0.1,3,,,,,,,,,,,,,2.7,0.5,4
2012p002228,2012-01-01T19:47:32Z,-43.45,1.9,172.8,4.6,5.0,0.0,MLv,,,,2.9,0.5,4,2.1,0.5,4,2.1,nan,4,,,,2.5,0.4,3,,,,,,,,,,,,,2.1,0.5,4
2012p002254,2012-01-01T20:01:12Z,-43.44,1.7,172.79,3.3,5.0,0.0,MLv,,,,3.7,0.4,4,4.3,0.4,71,4.1,nan,73,,,,4.6,0.4,3,,,,,,,,,,,,,4.1,0.4,73
2012p002270,2012-01-01T20:08:34Z,-33.17,25.9,-177.55,33.9,33.0,0.0,M,,,,4.4,0.6,6,4.6,0.4,6,4.5,nan,6,,,,4.6,0.5,3,3.9,0.4,6,,,,4.1,0.1,6,,,,4.5,0.4,6
2012p002281,2012-01-01T20:14:54Z,-43.45,1.7,172.8,2.7,5.0,0.0,MLv,,,,2.9,0.4,4,2.5,0.5,4,2.5,nan,4,,,,3.1,0.2,3,,,,,,,,,,,,,2.5,0.4,4
2012p002280,2012-01-01T20:15:29Z,-43.45,2.0,172.82,3.1,5.0,0.0,MLv,,,,2.9,0.3,3,2.5,0.5,3,2.4,nan,3,,,,3.1,0.3,2,,,,,,,,,,,,,2.4,0.6,3
2012p002294,2012-01-01T20:21:35Z,-36.16,13.9,178.61,21.5,243.0,11.0,M,,,,,,,,,,3.8,nan,9,,,,,,,,,,,,,3.6,0.1,6,,,,3.8,0.2,9
2012p002302,2012-01-01T20:26:41Z,-43.44,1.8,172.8,2.7,5.0,0.0,MLv,,,,3.1,0.4,5,2.4,0.5,5,2.3,nan,5,,,,2.8,0.3,4,,,,,,,,,,,,,2.3,0.5,5
2012p002311,2012-01-01T20:31:18Z,-37.75,5.3,179.71,4.0,33.0,0.0,M,,,,3.4,0.3,17,3.6,0.2,17,3.3,nan,17,,,,3.6,0.2,17,3.3,0.1,7,,,,,,,,,,3.3,0.1,17
2012p002347,2012-01-01T20:50:49Z,-39.23,2.0,175.38,3.0,15.0,5.0,M,,,,1.2,0.3,6,1.2,0.2,6,1.0,nan,6,,,,1.7,0.3,4,,,,,,,,,,,,,1.0,0.2,6
2012p002365,2012-01-01T21:00:26Z,-43.44,1.8,172.82,3.1,5.0,0.0,M,,,,2.9,0.3,4,2.3,0.4,4,2.2,nan,4,,,,2.7,0.2,3,,,,,,,,,,,,,2.2,0.4,4
2012p002372,2012-01-01T21:04:00Z,-43.44,1.9,172.82,3.6,5.0,0.0,MLv,,,,3.3,0.3,4,3.7,0.3,4,3.5,nan,4,,,,4.0,0.2,3,,,,,,,,,,,,,3.5,0.3,4
2012p002399,2012-01-01T21:18:26Z,-43.54,1.9,172.79,2.7,5.0,0.0,MLv,,,,3.5,0.4,4,3.8,0.4,44,3.7,nan,48,,,,4.3,0.2,2,,,,,,,,,,,,,3.7,0.5,48
2012p002406,2012-01-01T21:21:56Z,-43.46,2.1,172.83,3.3,5.0,0.0,M,,,,2.9,0.5,4,2.0,0.6,3,2.2,nan,4,,,,2.7,0.2,2,,,,,,,,,,,,,2.2,0.4,4
2012p002420,2012-01-01T21:29:44Z,-46.02,4.7,166.04,6.5,12.0,0.0,M,,,,3.8,0.4,5,3.0,0.1,5,3.0,nan,5,,,,3.0,0.1,5,,,,,,,,,,,,,3.0,0.2,5
2012p002422,2012-01-01T21:30:58Z,-39.85,2.4,176.6,2.6,35.0,5.0,M,,,,1.9,0.5,9,1.8,0.3,9,1.7,nan,9,,,,2.3,0.2,8,,,,,,,,,,,,,1.7,0.4,9
2012p002424,2012-01-01T21:31:35Z,-43.49,1.9,172.82,2.7,5.0,0.0,MLv,,,,2.9,0.4,4,2.4,0.5,4,2.3,nan,4,,,,2.9,0.2,2,,,,,,,,,,,,,2.3,0.5,4
2012p002431,2012-01-01T21:35:24Z,-43.45,1.9,172.84,3.1,5.0,0.0,MLv,,,,3.0,0.3,4,2.7,0.5,4,2.6,nan,4,,,,3.2,0.2,3,,,,,,,,,,,,,2.6,0.4,4
2012p002436,2012-01-01T21:38:24Z,-41.34,4.8,173.57,3.0,47.0,6.0,M,,,,2.2,0.7,6,1.9,0.5,6,1.8,nan,6,,,,2.5,0.2,5,,,,,,,,,,,,,1.8,0.4,6
2012p002447,2012-01-01T21:44:02Z,-43.47,1.8,172.81,3.0,5.0,0.0,MLv,,,,3.0,0.4,4,2.1,0.5,4,2.2,nan,4,,,,2.5,0.3,3,,,,,,,,,,,,,2.2,0.5,4
2012p002472,2012-01-01T21:57:24Z,-43.46,3.6,172.8,3.9,5.0,0.0,MLv,,,,2.7,0.4,3,2.2,0.5,3,2.0,nan,3,,,,2.8,0.1,2,,,,,,,,,,,,,2.0,0.4,3
2012p002473,2012-01-01T21:57:40Z,-44.37,3.7,168.05,3.5,5.0,0.0,M,,,,3.5,0.4,6,2.7,0.1,6,2.7,nan,6,,,,2.8,0.1,6,,,,,,,,,,,,,2.7,0.2,6
2012p002483,2012-01-01T22:04:11Z,-43.45,1.8,172.83,2.8,5.0,0.0,MLv,,,,3.0,0.3,4,2.3,0.5,4,2.3,nan,4,,,,2.8,0.3,3,,,,,,,,,,,,,2.3,0.5,4
2012p002508,2012-01-01T22:16:16Z,-43.33,2.4,172.23,2.1,5.0,0.0,MLv,,,,2.9,0.6,3,2.2,0.2,4,2.1,nan,4,,,,2.9,0.2,2,,,,,,,,,,,,,2.1,0.4,4
2012p002507,2012-01-01T22:16:35Z,-43.56,2.6,172.74,3.8,9.0,6.0,MLv,,,,2.7,0.7,4,2.3,0.4,4,2.2,nan,4,,,,2.8,0.3,2,,,,,,,,,,,,,2.2,0.5,4
2012p002516,2012-01-01T22:20:45Z,-43.45,2.1,172.83,4.7,5.0,0.0,MLv,,,,3.1,0.3,4,2.3,0.5,4,2.3,nan,4,,,,2.8,0.2,3,,,,,,,,,,,,,2.3,0.5,4
2012p002633,2012-01-01T23:23:17Z,-44.99,2.6,167.48,3.2,5.0,0.0,MLv,,,,3.7,0.3,6,2.9,0.2,7,2.9,nan,6,,,,3.0,0.1,7,3.6,nan,1,,,,,,,,,,2.9,0.2,6
2012p002643,2012-01-01T23:28:23Z,-43.45,1.6,172.83,2.3,5.0,0.0,MLv,,,,3.4,0.5,4,3.8,0.6,4,3.8,nan,39,,,,4.3,0.4,3,,,,,,,,,,,,,3.8,0.5,39
2012p002650,2012-01-01T23:32:01Z,-43.47,2.1,172.77,4.8,12.0,0.0,MLv,,,,3.0,0.4,4,2.1,0.5,4,2.2,nan,4,,,,2.5,0.2,3,,,,,,,,,,,,,2.2,0.5,4
2012p002654,2012-01-01T23:34:06Z,-43.44,2.0,172.82,4.7,5.0,0.0,MLv,,,,3.0,0.3,4,2.2,0.5,4,2.2,nan,4,,,,2.6,0.3,3,,,,,,,,,,,,,2.2,0.4,4
2012p002657,2012-01-01T23:35:57Z,-41.75,2.9,173.81,2.6,10.0,4.0,MLv,,,,2.3,0.6,6,2.1,0.3,6,2.0,nan,6,,,,2.4,0.3,7,,,,,,,,,,,,,2.0,0.3,6
2012p002685,2012-01-01T23:50:40Z,-38.25,1.8,177.95,2.2,23.0,4.0,ML,,,,2.3,0.3,11,2.8,0.2,11,2.4,nan,11,,,,3.2,0.3,10,,,,,,,,,,,,,2.4,0.1,11
2012p002701,2012-01-01T23:59:09Z,-41.27,5.9,172.43,4.8,199.0,6.0,M,,,,,,,,,,2.4,nan,7,,,,,,,,,,,,,,,,,,,2.4,0.2,7
2012p002721,2012-01-02T00:10:09Z,-43.43,2.2,172.79,2.9,5.0,0.0,MLv,,,,3.0,0.5,3,2.3,0.6,3,2.3,nan,3,,,,2.9,0.1,2,,,,,,,,,,,,,2.3,0.5,3
2012p002742,2012-01-02T00:21:21Z,-38.26,2.5,177.94,3.0,26.0,5.0,M,,,,2.0,0.7,7,1.9,0.3,7,1.6,nan,7,,,,2.4,0.2,6,,,,,,,,,,,,,1.6,0.4,7
2012p002750,2012-01-02T00:25:30Z,-43.45,1.9,172.82,3.6,5.0,0.0,MLv,,,,2.9,0.5,3,1.9,0.6,3,2.1,nan,3,,,,2.5,0.3,2,,,,,,,,,,,,,2.1,0.4,3
2012p002752,2012-01-02T00:26:32Z,-43.49,2.0,172.78,2.9,5.0,0.0,MLv,,,,3.5,0.6,3,2.5,0.6,3,2.6,nan,3,,,,2.9,0.1,2,,,,,,,,,,,,,2.6,0.6,3
2012p002791,2012-01-02T00:47:21Z,-43.44,2.2,172.84,3.5,5.0,0.0,MLv,,,,3.0,0.3,4,2.3,0.4,4,2.9,nan,4,,,,2.7,0.2,3,,,,,,,,,,,,,2.9,0.4,4
2012p002795,2012-01-02T00:49:41Z,-43.5,1.8,172.8,2.6,5.0,0.0,MLv,,,,3.1,0.5,4,3.2,0.7,4,3.2,nan,14,,,,4.0,0.1,2,,,,,,,,,,,,,3.2,0.4,14
2012p002813,2012-01-02T00:58:54Z,-43.46,1.8,172.8,2.7,5.0,0.0,MLv,,,,3.0,0.5,4,3.1,0.3,14,3.0,nan,14,,,,3.5,0.2,3,,,,,,,,,,,,,3.0,0.4,14
2012p002840,2012-01-02T01:13:34Z,-43.45,1.8,172.81,2.8,5.0,0.0,MLv,,,,3.0,0.3,4,2.6,0.5,4,2.4,nan,4,,,,3.1,0.1,3,,,,,,,,,,,,,2.4,0.5,4
2012p002869,2012-01-02T01:28:41Z,-41.02,2.0,175.12,2.3,18.0,3.0,MLv,,,,1.8,0.2,12,2.5,0.2,12,2.2,nan,12,,,,2.8,0.1,10,,,,,,,,,,,,,2.2,0.2,12
2012p002874,2012-01-02T01:31:39Z,-43.46,1.9,172.84,2.8,5.0,0.0,MLv,,,,3.1,0.4,4,3.4,0.3,4,3.3,nan,16,,,,3.8,0.3,3,,,,,,,,,,,,,3.3,0.3,16
2012p002885,2012-01-02T01:37:29Z,-43.49,2.1,172.79,3.1,5.0,0.0,MLv,,,,2.7,0.6,3,2.1,0.4,3,2.0,nan,3,,,,2.6,nan,1,,,,,,,,,,,,,2.0,0.5,3
2012p002890,2012-01-02T01:40:06Z,-38.12,1.7,176.27,1.5,6.0,4.0,M,,,,1.2,0.2,9,1.7,0.2,9,1.5,nan,9,,,,2.2,0.2,2,,,,,,,,,,,,,1.5,0.2,9
2012p002903,2012-01-02T01:47:06Z,-43.44,1.9,172.82,4.3,5.0,0.0,MLv,,,,3.3,0.4,4,3.7,0.4,34,3.6,nan,42,,,,4.0,0.3,3,,,,,,,,,,,,,3.6,0.5,42
2012p002915,2012-01-02T01:53:12Z,-43.44,1.8,172.83,3.1,5.0,0.0,MLv,,,,3.3,0.4,4,3.5,0.6,4,3.6,nan,52,,,,4.0,0.2,3,,,,,,,,,,,,,3.6,0.4,52
2012p002925,2012-01-02T01:58:43Z,-40.72,5.8,173.36,3.6,136.0,6.0,M,,,,,,,,,,2.3,nan,7,,,,,,,,,,,,,,,,,,,2.3,0.2,7
2012p002928,2012-01-02T02:00:26Z,-41.01,2.1,175.15,3.1,24.0,5.0,M,,,,1.3,0.3,7,1.4,0.2,7,1.1,nan,7,,,,1.9,0.2,6,,,,,,,,,,,,,1.1,0.3,7
2012p002935,2012-01-02T02:03:53Z,-43.43,2.1,172.81,4.6,5.0,0.0,MLv,,,,2.9,0.3,4,2.3,0.5,4,2.2,nan,4,,,,2.7,0.3,3,,,,,,,,,,,,,2.2,0.5,4
2012p002938,2012-01-02T02:05:46Z,-43.45,1.8,172.82,3.1,5.0,0.0,MLv,,,,3.0,0.4,4,2.4,0.5,4,2.3,nan,4,,,,2.8,0.2,3,,,,,,,,,,,,,2.3,0.4,4
2012p002958,2012-01-02T02:16:17Z,-43.49,1.8,172.8,2.9,5.0,0.0,MLv,,,,3.0,0.4,4,2.8,0.4,4,2.7,nan,4,,,,3.3,0.4,2,,,,,,,,,,,,,2.7,0.4,4
2012p002980,2012-01-02T02:28:11Z,-40.18,1.7,176.47,2.3,37.0,3.0,M,,,,1.9,0.5,13,1.9,0.3,13,1.7,nan,13,,,,2.3,0.1,13,,,,,,,,,,,,,1.7,0.3,13
2012p003029,2012-01-02T02:54:21Z,-43.47,2.9,172.79,4.7,16.0,6.0,MLv,,,,2.8,0.5,4,2.2,0.5,4,2.1,nan,4,,,,2.6,0.2,3,,,,,,,,,,,,,2.1,0.5,4
2012p003050,2012-01-02T03:05:06Z,-43.43,2.2,172.79,2.7,5.0,0.0,MLv,,,,3.2,0.4,4,2.2,0.6,4,2.3,nan,4,,,,2.6,0.3,3,,,,,,,,,,,,,2.3,0.6,4
2012p003059,2012-01-02T03:09:58Z,-40.8,3.8,175.27,3.9,18.0,7.0,M,,,,1.5,0.4,5,1.4,0.2,5,1.3,nan,5,,,,1.8,0.1,3,,,,,,,,,,,,,1.2,nan,1
2012p003077,2012-01-02T03:19:47Z,-41.03,1.5,175.1,1.6,19.0,3.0,M,,,,1.7,0.2,12,2.1,0.2,12,1.8,nan,12,,,,2.5,0.1,11,,,,,,,,,,,,,1.8,0.1,12
2012p003084,2012-01-02T03:23:26Z,-43.45,1.8,172.8,2.7,5.0,0.0,MLv,,,,3.0,0.3,4,2.4,0.5,4,2.3,nan,4,,,,2.9,0.2,3,,,,,,,,,,,,,2.3,0.4,4
2012p003111,2012-01-02T03:37:49Z,-43.48,1.8,172.81,2.7,5.0,0.0,MLv,,,,3.0,0.4,4,2.3,0.5,4,2.2,nan,4,,,,2.8,0.2,2,,,,,,,,,,,,,2.2,0.4,4
2012p003127,2012-01-02T03:46:40Z,-36.86,5.7,177.3,7.2,183.0,6.0,MLv,,,,,,,,,,3.1,nan,19,,,,,,,,,,,,,,,,,,,3.1,0.2,19
2012p003145,2012-01-02T03:56:02Z,-43.54,2.6,172.77,2.9,12.0,0.0,MLv,,,,2.5,0.4,3,2.0,0.7,3,2.2,nan,5,,,,3.0,nan,1,,,,,,,,,,,,,2.2,0.6,5
2012p003167,2012-01-02T04:07:42Z,-43.5,1.8,172.76,2.7,5.0,0.0,MLv,,,,2.9,0.5,4,3.0,0.6,4,3.0,nan,4,,,,3.6,0.1,2,,,,,,,,,,,,,3.0,0.5,4
2012p003226,2012-01-02T04:39:17Z,-38.8,1.8,177.97,2.5,23.0,2.0,MLv,,,,2.6,0.3,17,2.9,0.3,17,2.6,nan,17,,,,3.1,0.3,17,,,,,,,,,,,,,2.6,0.2,17
2012p003265,2012-01-02T04:59:44Z,-43.46,2.1,172.83,3.3,5.0,0.0,MLv,,,,3.1,0.4,4,2.3,0.3,4,2.2,nan,4,,,,2.7,0.1,3,,,,,,,,,,,,,2.2,0.4,4
2012p003290,2012-01-02T05:13:19Z,-43.43,1.9,172.8,4.5,5.0,0.0,MLv,,,,2.9,0.3,4,2.3,0.5,4,2.2,nan,4,,,,2.7,0.3,3,,,,,,,,,,,,,2.2,0.4,4
2012p003376,2012-01-02T05:59:15Z,-43.45,1.6,172.82,2.5,5.0,0.0,MLv,,,,4.8,0.5,4,5.1,0.4,29,4.9,nan,24,,,,5.6,0.4,3,,,,,,,,,,,,,4.9,0.4,24
2012p003387,2012-01-02T06:04:36Z,-43.44,1.8,172.83,3.1,5.0,0.0,MLv,,,,3.1,0.4,4,2.4,0.4,4,2.3,nan,4,,,,2.8,0.3,3,,,,,,,,,,,,,2.3,0.5,4
2012p003392,2012-01-02T06:07:34Z,-43.43,2.1,172.86,3.6,5.0,0.0,MLv,,,,3.1,0.3,4,2.7,0.4,4,2.5,nan,4,,,,3.1,0.1,3,,,,,,,,,,,,,2.5,0.3,4
2012p003399,2012-01-02T06:11:27Z,-43.45,1.9,172.83,3.6,5.0,0.0,MLv,,,,3.2,0.5,5,2.4,0.6,4,2.5,nan,5,,,,3.0,0.1,4,3.5,nan,1,,,,,,,,,,2.5,0.5,5
2012p003435,2012-01-02T06:31:05Z,-43.44,3.9,172.85,6.9,5.0,0.0,MLv,,,,2.8,0.3,3,1.9,0.5,3,2.1,nan,3,,,,2.4,0.3,2,,,,,,,,,,,,,2.1,0.3,3
2012p003441,2012-01-02T06:33:53Z,-43.44,2.2,172.84,3.2,4.0,3.0,MLv,,,,3.0,0.4,4,2.6,0.4,4,2.4,nan,4,,,,3.0,0.3,3,,,,,,,,,,,,,2.4,0.4,4
2012p003464,2012-01-02T06:45:45Z,-43.5,2.1,172.81,3.0,5.0,0.0,MLv,,,,2.9,0.5,4,2.2,0.5,4,2.2,nan,4,,,,2.8,0.0,2,,,,,,,,,,,,,2.2,0.6,4
2012p003471,2012-01-02T06:49:33Z,-43.48,1.7,172.82,2.5,5.0,0.0,MLv,,,,3.2,0.4,6,3.1,0.4,6,3.0,nan,6,,,,3.4,0.4,4,,,,,,,,,,,,,3.0,0.4,6
2012p003481,2012-01-02T06:54:51Z,-43.5,1.8,172.79,2.8,5.0,0.0,MLv,,,,2.8,0.5,4,2.0,0.6,4,2.0,nan,4,,,,2.6,0.1,2,,,,,,,,,,,,,2.0,0.5,4
2012p003539,2012-01-02T07:25:57Z,-43.46,6.7,172.78,8.4,11.0,15.0,MLv,,,,2.9,0.3,4,2.2,0.4,3,2.1,nan,4,,,,2.6,0.0,2,,,,,,,,,,,,,2.1,0.4,4
2012p003545,2012-01-02T07:28:58Z,-43.51,2.1,172.8,2.8,4.0,2.0,MLv,,,,2.9,0.5,4,2.9,0.6,4,2.7,nan,4,,,,3.5,0.1,2,,,,,,,,,,,,,2.7,0.6,4
2012p003558,2012-01-02T07:35:36Z,-41.84,5.1,173.93,2.6,11.0,6.0,MLv,,,,1.9,0.6,5,1.7,0.4,5,1.4,nan,4,,,,2.1,0.5,3,,,,,,,,,,,,,1.4,0.3,4
2012p003557,2012-01-02T07:35:43Z,-43.51,2.8,172.78,3.2,11.0,7.0,MLv,,,,2.8,0.6,4,1.9,0.6,4,2.0,nan,4,,,,2.6,0.0,2,,,,,,,,,,,,,2.0,0.5,4
2012p003567,2012-01-02T07:40:30Z,-44.97,2.4,167.44,3.3,5.0,0.0,M,,,,3.5,0.3,6,2.5,0.2,4,2.6,nan,6,,,,2.7,0.1,6,,,,,,,,,,,,,2.6,0.2,6
2012p003580,2012-01-02T07:47:55Z,-43.44,1.8,172.82,2.8,5.0,0.0,MLv,,,,3.0,0.3,4,3.2,0.4,4,2.9,nan,4,,,,3.6,0.1,3,,,,,,,,,,,,,2.9,0.3,4
2012p003593,2012-01-02T07:54:30Z,-43.5,1.8,172.78,2.7,5.0,0.0,MLv,,,,2.9,0.4,4,2.8,0.5,4,2.7,nan,4,,,,3.5,0.2,2,,,,,,,,,,,,,2.7,0.5,4
2012p003594,2012-01-02T07:54:59Z,-43.52,2.0,172.8,3.3,5.0,0.0,MLv,,,,2.9,0.5,4,2.7,0.4,4,2.5,nan,4,,,,3.2,0.3,2,,,,,,,,,,,,,2.5,0.4,4
2012p003603,2012-01-02T07:59:42Z,-43.44,2.0,172.84,4.4,5.0,0.0,MLv,,,,3.0,0.4,4,2.2,0.4,4,2.3,nan,4,,,,2.7,0.1,3,,,,,,,,,,,,,2.3,0.4,4
2012p003643,2012-01-02T08:20:50Z,-35.07,17.2,-177.5,15.4,33.0,0.0,M,4.7,nan,1,4.1,0.5,9,4.4,0.2,5,4.1,nan,9,3.9,0.4,1,4.3,0.2,6,3.7,0.3,9,4.7,nan,1,4.2,0.1,4,3.6,0.4,1,4.1,0.3,9
2012p003644,2012-01-02T08:22:02Z,-37.48,10.3,178.94,9.8,17.0,9.0,M,,,,3.1,0.5,7,2.6,0.2,5,2.6,nan,7,,,,2.8,0.1,7,,,,,,,,,,,,,2.6,0.2,7
2012p003694,2012-01-02T08:48:40Z,-39.15,2.0,175.44,2.9,11.0,5.0,M,,,,1.2,0.4,9,1.2,0.2,9,1.0,nan,9,,,,2.0,nan,1,,,,,,,,,,,,,1.0,0.2,9
2012p003695,2012-01-02T08:48:59Z,-43.44,2.2,172.82,3.5,5.0,0.0,MLv,,,,3.0,0.3,4,2.2,0.4,4,2.2,nan,4,,,,2.6,0.1,3,,,,,,,,,,,,,2.2,0.4,4
2012p003704,2012-01-02T08:53:55Z,-43.53,1.6,171.89,1.4,5.0,0.0,MLv,,,,3.3,0.2,7,2.6,0.1,7,2.5,nan,7,,,,2.8,0.2,6,,,,,,,,,,,,,2.5,0.1,7
2012p003723,2012-01-02T09:03:42Z,-43.48,1.9,172.76,4.4,5.0,0.0,MLv,,,,2.8,0.4,4,1.9,0.6,4,2.0,nan,4,,,,2.6,0.1,2,,,,,,,,,,,,,2.0,0.5,4
2012p003755,2012-01-02T09:20:47Z,-43.66,3.3,172.36,2.0,5.0,0.0,MLv,,,,3.0,0.6,4,2.0,0.6,4,2.1,nan,4,,,,2.7,0.0,2,,,,,,,,,,,,,2.1,0.5,4
2012p003766,2012-01-02T09:25:38Z,-32.81,14.8,-178.13,19.0,181.0,31.0,M,4.6,nan,1,,,,,,,4.7,nan,13,3.8,0.4,1,,,,,,,4.6,nan,1,4.1,0.2,9,3.5,0.4,1,4.7,0.1,13
2012p003781,2012-01-02T09:35:02Z,-43.44,2.0,172.84,2.9,5.0,0.0,MLv,,,,3.5,0.3,4,3.8,0.4,7,3.8,nan,4,,,,4.4,0.2,3,,,,,,,,,,,,,3.8,0.4,4
2012p003798,2012-01-02T09:44:02Z,-43.45,1.9,172.82,3.4,5.0,0.0,MLv,,,,,,,2.1,0.4,4,2.4,nan,1,,,,2.5,0.2,3,,,,,,,,,,,,,2.4,nan,1
2012p003823,2012-01-02T09:57:02Z,-38.65,3.9,175.24,3.8,201.0,4.0,M,,,,,,,,,,2.9,nan,43,,,,,,,,,,,,,,,,,,,2.9,0.4,43
2012p003829,2012-01-02T10:00:27Z,-40.06,1.4,174.49,2.1,69.0,5.0,M,,,,2.9,0.4,29,2.8,0.2,29,2.6,nan,29,,,,3.0,0.2,29,3.4,nan,1,,,,,,,,,,2.6,0.3,29
2012p003841,2012-01-02T10:06:36Z,-43.45,1.8,172.79,3.0,5.0,0.0,MLv,,,,2.8,0.4,4,2.2,0.6,4,2.2,nan,4,,,,2.7,0.3,3,,,,,,,,,,,,,2.2,0.5,4
2012p003847,2012-01-02T10:09:52Z,-44.42,2.4,168.28,2.3,5.0,0.0,MLv,,,,3.6,0.3,9,2.9,0.1,9,2.9,nan,9,,,,3.0,0.1,9,,,,,,,,,,,,,2.9,0.1,9
2012p003851,2012-01-02T10:12:15Z,-43.45,1.6,172.81,2.9,5.0,0.0,MLv,,,,2.9,0.4,4,2.2,0.4,4,2.1,nan,4,,,,2.6,0.1,2,,,,,,,,,,,,,2.1,0.4,4
2012p003854,2012-01-02T10:13:26Z,-43.47,2.8,172.79,3.6,12.0,0.0,MLv,,,,2.8,0.4,4,2.2,0.5,4,2.1,nan,4,,,,2.7,0.1,3,,,,,,,,,,,,,2.1,0.4,4
2012p003870,2012-01-02T10:22:17Z,-43.44,2.1,172.85,3.0,5.0,0.0,MLv,,,,2.9,0.3,4,2.3,0.5,4,2.3,nan,4,,,,2.7,0.3,3,,,,,,,,,,,,,2.3,0.3,4
2012p003942,2012-01-02T11:00:24Z,-43.45,1.8,172.84,2.8,5.0,0.0,MLv,,,,3.0,0.4,4,2.2,0.4,4,2.1,nan,4,,,,2.6,0.1,3,,,,,,,,,,,,,2.1,0.4,4
2012p003949,2012-01-02T11:04:13Z,-43.45,2.1,172.8,3.4,5.0,0.0,MLv,,,,3.0,0.4,4,2.0,0.5,4,2.1,nan,4,,,,2.4,0.2,3,,,,,,,,,,,,,2.1,0.4,4
2012p004000,2012-01-02T11:31:16Z,-39.02,3.0,177.75,2.4,25.0,3.0,M,,,,2.1,0.6,9,1.9,0.4,9,1.8,nan,9,,,,2.3,0.3,7,,,,,,,,,,,,,1.8,0.4,9
2012p004002,2012-01-02T11:32:43Z,-39.02,3.1,177.75,2.4,26.0,3.0,M,,,,2.1,0.6,9,1.9,0.4,9,1.8,nan,9,,,,2.3,0.2,8,,,,,,,,,,,,,1.8,0.5,9
2012p004040,2012-01-02T11:52:47Z,-39.7,1.7,176.46,2.3,26.0,3.0,M,,,,2.0,0.4,11,2.0,0.3,11,1.8,nan,11,,,,2.3,0.2,10,,,,,,,,,,,,,1.8,0.4,11
2012p004051,2012-01-02T11:58:30Z,-43.44,6.7,172.81,5.2,7.0,7.0,MLv,,,,3.0,0.5,4,2.5,0.5,4,2.4,nan,4,,,,2.9,0.1,3,,,,,,,,,,,,,2.4,0.5,4
2012p004071,2012-01-02T12:09:42Z,-37.8,5.5,176.76,5.0,111.0,7.0,M,,,,,,,,,,2.3,nan,9,,,,,,,,,,,,,,,,,,,2.3,0.2,9
2012p004138,2012-01-02T12:44:17Z,-35.53,13.0,-178.89,13.7,33.0,0.0,M,,,,4.1,0.3,10,4.6,0.2,7,4.3,nan,10,,,,4.4,0.2,7,3.8,0.1,10,,,,,,,,,,4.3,0.1,10
